,제목,가수,슬픔,분노,기쁨,긴장감,무서운,증오,차분히,섹시,브릿락,설렘,몽환
584,몰랐니 (Lil' Touch),소녀시대-Oh!GG,,,1,,,,,,,,
585,셀 수 없는 (Countless),SHINee (샤이니),,,1,,,,,,,,
586,켜줘 (Light),Wanna One (워너원),,,1,,,,,,,,
587,Love U,청하,,,1,,,,,,,,
588,We Go Up,NCT DREAM,,,1,,,,,,,,
589,Ride on the wind,카드 (KARD),,,1,,,,,,,,
590,FAKE LOVE,방탄소년단,,,1,,,,,,,,
591,LATATA,(여자)아이들,,,1,,,,,,,,
592,두 번째 고백,비투비,,,1,,,,,,,,
593,Dejavu,뉴이스트 W,,,1,,,,,,,,
594,What is Love?,TWICE (트와이스),,,1,,,,,,,,
595,love4eva (Feat. Grimes),이달의 소녀 yyxy,,,1,,,,,,,,
596,체온 (Between Us),라붐 (LABOUM),,,1,,,,,,,,
597,Why,태연 (TAEYEON),,,1,,,,,,,,
598,BLACK DRESS,CLC,,,1,,,,,,,,
599,너잖아 (Always you),ASTRO (아스트로),,,1,,,,,,,,
600,우우 (WooWoo),DIA (다이아),,,1,,,,,,,,
601,질렀어,SF9,,,1,,,,,,,,
602,Bad Boy,Red Velvet (레드벨벳),,,1,,,,,,,,
603,RETRO FUTURE,"트리플 H (현아, 펜타곤 (후이, 이던))",,,1,,,,,,,,
604,롤린 (New Version),브레이브걸스,,,1,,,,,,,,
605,favOriTe,이달의 소녀,,,1,,,,,,,,
606,여름 한 조각,러블리즈,,,1,,,,,,,,
607,BOOMERANG (부메랑),Wanna One (워너원),,,1,,,,,,,,
608,Look,GOT7 (갓세븐),,,1,,,,,,,,
609,PARTY,소녀시대 (GIRLS' GENERATION),,,1,,,,,,,,
610,SELFISH (Feat. 슬기 Of Red Velvet),문별 (마마무),,,1,,,,,,,,
611,DNA,방탄소년단,,,1,,,,,,,,
612,빛나리,펜타곤,,,1,,,,,,,,
613,BLACK HEART,UNB,,,1,,,,,,,,
614,LIKEY,TWICE (트와이스),,,1,,,,,,,,
615,내 얘길 들어봐 (A-ing) (Feat. 스컬&하하),오마이걸 (OH MY GIRL),,,1,,,,,,,,
616,데리러 가 (Good Evening),SHINee (샤이니),,,1,,,,,,,,
617,내일해,EXID,,,1,,,,,,,,
618,SHAKE IT,씨스타,,,1,,,,,,,,
619,Roller Coaster,청하,,,1,,,,,,,,
620,LET ME,골든차일드,,,1,,,,,,,,
621,한 발짝 두 발짝,오마이걸 (OH MY GIRL),,,1,,,,,,,,
622,베베 (BABE),현아,,,1,,,,,,,,
623,FIVE,Apink (에이핑크),,,1,,,,,,,,
624,링마벨 (Ring My Bell),걸스데이,,,1,,,,,,,,
625,그날의 너,러블리즈,,,1,,,,,,,,
626,花요일 (Blooming Day),EXO-CBX (첸백시),,,1,,,,,,,,
627,별이 빛나는 밤,마마무 (Mamamoo),,,1,,,,,,,,
628,향 (Scentist),VIXX (빅스),,,1,,,,,,,,
629,Heart Attack (츄),이달의 소녀,,,1,,,,,,,,
630,Complete (널 만난 순간),온앤오프 (ONF),,,1,,,,,,,,
631,비밀정원,오마이걸 (OH MY GIRL),,,1,,,,,,,,
632,감각,UNB,,,1,,,,,,,,
633,뿜뿜,모모랜드 (MOMOLAND),,,1,,,,,,,,
634,BOSS,NCT U,,,1,,,,,,,,
635,매일 봐요,마마무 (Mamamoo),,,1,,,,,,,,
636,너라고 (It's U),골든차일드,,,1,,,,,,,,
637,꿈꾸는 마음으로,우주소녀,,,1,,,,,,,,
638,Giddy Up,더보이즈 (THE BOYZ),,,1,,,,,,,,
639,La La La,위키미키 (Weki Meki),,,1,,,,,,,,
640,주인공,선미,,,1,,,,,,,,
641,기적 같은 아이 (Miracle),우주소녀,,,1,,,,,,,,
642,Shake It,비투비,,,1,,,,,,,,
643,고맙다,세븐틴,,,1,,,,,,,,
644,Tell Me,인피니트,,,1,,,,,,,,
645,피카부 (Peek-A-Boo),Red Velvet (레드벨벳),,,1,,,,,,,,
646,To the sky,CLC,,,1,,,,,,,,
647,MAMMA MIA,SF9,,,1,,,,,,,,
648,덜덜덜,EXID,,,1,,,,,,,,
649,Beautiful,Wanna One (워너원),,,1,,,,,,,,
650,꽃이야,JBJ,,,1,,,,,,,,
651,가시나,선미,,,1,,,,,,,,
652,나로 말할 것 같으면 (Yes I am),마마무 (Mamamoo),,,1,,,,,,,,
653,Lip & Hip,현아,,,1,,,,,,,,
654,박수,세븐틴,,,1,,,,,,,,
655,WEE WOO,PRISTIN (프리스틴),,,1,,,,,,,,
656,WHERE YOU AT,뉴이스트 W,,,1,,,,,,,,
657,여름비 (SUMMER RAIN),여자친구 (GFRIEND),,,1,,,,,,,,
658,Shall We Dance,블락비 (Block B),,,1,,,,,,,,
659,기도 (I'll Be Your Man),비투비,,,1,,,,,,,,
660,Chococo,구구단 (gugudan),,,1,,,,,,,,
661,도원경 (桃源境),VIXX (빅스),,,1,,,,,,,,
662,어마어마해,모모랜드 (MOMOLAND),,,1,,,,,,,,
663,나를 기억해,VICTON (빅톤),,,1,,,,,,,,
664,귀를 기울이면 (LOVE WHISPER),여자친구 (GFRIEND),,,1,,,,,,,,
665,오솔레미오 (O Sole Mio),SF9,,,1,,,,,,,,
666,Like This,펜타곤,,,1,,,,,,,,
667,나 같은 애 (A Girl Like Me),구구단 (gugudan),,,1,,,,,,,,
668,어쩔 수 없지 뭐,하이라이트 (Highlight),,,1,,,,,,,,
669,Why Don't You Know (Feat. 넉살),청하,,,1,,,,,,,,
670,도깨비,CLC,,,1,,,,,,,,
671,Fantasy,JBJ,,,1,,,,,,,,
672,MOVE,태민 (TAEMIN),,,1,,,,,,,,
673,Holiday,소녀시대 (GIRLS' GENERATION),,,1,,,,,,,,
674,SIGNAL,TWICE (트와이스),,,1,,,,,,,,
675,Rookie,Red Velvet (레드벨벳),,,1,,,,,,,,
676,You Are,GOT7 (갓세븐),,,1,,,,,,,,
677,DRAMARAMA,몬스타엑스,,,1,,,,,,,,
678,에너제틱 (Energetic),Wanna One (워너원),,,1,,,,,,,,
679,GOOD NIGHT,드림캐쳐,,,1,,,,,,,,
680,활활 (Burn It Up),Wanna One (워너원),,,1,,,,,,,,
681,WoW!,러블리즈,,,1,,,,,,,,
682,LIAR LIAR,오마이걸 (OH MY GIRL),,,1,,,,,,,,
683,붐붐,세븐틴,,,1,,,,,,,,
684,뛰뛰빵빵,비투비,,,1,,,,,,,,
685,컬러링북 (Coloring Book),오마이걸 (OH MY GIRL),,,1,,,,,,,,
686,YESTERDAY,블락비 (Block B),,,1,,,,,,,,
687,HAPPY,우주소녀,,,1,,,,,,,,
688,Chase Me,드림캐쳐,,,1,,,,,,,,
689,얼굴 찌푸리지 말아요,하이라이트 (Highlight),,,1,,,,,,,,
690,Mr. Chu (On Stage),Apink (에이핑크),,,1,,,,,,,,
691,만세,세븐틴,,,1,,,,,,,,
692,어때?,현아,,,1,,,,,,,,
693,WOW,비투비,,,1,,,,,,,,
694,FINGERTIP,여자친구 (GFRIEND),,,1,,,,,,,,
695,아주 NICE,세븐틴,,,1,,,,,,,,
696,TT,TWICE (트와이스),,,1,,,,,,,,
697,러시안 룰렛 (Russian Roulette),Red Velvet (레드벨벳),,,1,,,,,,,,
698,불타오르네 (FIRE),방탄소년단,,,1,,,,,,,,
699,오늘부터 우리는 (Me Gustas Tu),여자친구 (GFRIEND),,,1,,,,,,,,
700,Remember,Apink (에이핑크),,,1,,,,,,,,
701,I NEED U,방탄소년단,,,1,,,,,,,,
702,Ice Cream Cake,Red Velvet (레드벨벳),,,1,,,,,,,,
703,Darling,걸스데이,,,1,,,,,,,,
704,너 그리고 나 (NAVILLERA),여자친구 (GFRIEND),,,1,,,,,,,,
705,All Night,소녀시대 (GIRLS' GENERATION),,,1,,,,,,,,
706,Whatta Man (Good man),아이오아이 (I.O.I),,,1,,,,,,,,
707,푱푱 (Shooting Love),라붐 (LABOUM),,,1,,,,,,,,
708,RUN,방탄소년단,,,1,,,,,,,,
709,NoNoNo,Apink (에이핑크),,,1,,,,,,,,
710,행복 (Happiness),Red Velvet (레드벨벳),,,1,,,,,,,,
711,"지금, 우리",러블리즈,,,1,,,,,,,,
712,Ah-Choo,러블리즈,,,1,,,,,,,,
713,예쁘다,세븐틴,,,1,,,,,,,,
714,CALL ME BABY,EXO,,,1,,,,,,,,
715,I Swear,씨스타,,,1,,,,,,,,
716,CUPID,오마이걸 (OH MY GIRL),,,1,,,,,,,,
717,Dumb Dumb,Red Velvet (레드벨벳),,,1,,,,,,,,
718,유리구슬 (Glass Bead),여자친구 (GFRIEND),,,1,,,,,,,,
719,아낀다,세븐틴,,,1,,,,,,,,
